text,RESTAURANT#GENERAL,RESTAURANT#PRICES,RESTAURANT#MISCELLANEOUS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,AMBIENCE#GENERAL,SERVICE#GENERAL,LOCATION#GENERAL
"đồ ăn_ở đây vừa_miệng lắm , menu đa_dạng nhiều món cho các bạn thoải_mái lựa_chọn luôn , từ các món hàn cho đến các món việt_nam . giao hàng nhanh nên đồ ăn vẫn nóng chứ không bị nguội đi . có bán theo dạng combo nên giá cũng khá tiết_kiệm .",0,1,0,0,1,1,0,0,0,0,1,0
"đồ ăn ổn , giá rẻ . chỗ này chuyên đồ nhật ned",0,0,0,1,1,0,0,0,0,0,0,0
"đồ ăn siêu ngon , bưng đồ ăn ra là chảy nước_miếng rồi nè . không_gian quán thoáng_đãng . bò ăn vừa vị , không quá dai . trang_trí đẹp , nước ổn , sẽ quay lại đây nha",1,0,0,0,1,0,0,1,0,1,0,0
"đồ ăn tạm được , phục_vụ dễ_thương , nhiệt_tình",0,0,0,0,2,0,0,0,0,0,1,0
"đồ ăn ngonkhông gian yên_tĩnh , có điều nhỏ , được chọn ăn trong quán hoặc ngoài_lề đườngiá hơi caonhân viên không thân_thiện cho lắm neutral face",0,0,0,3,1,0,0,0,0,1,3,0
"đồ chiên bình_thường nhưng nước_chấm rất ngon và lạ , cay cay ngọt ngọt chua chua ăn à ghiền nha còn có cải chua ăn kèm . uống trà chanh_thái nữa là tẹt vời face blowing a kis face blowing a kis",0,0,0,0,2,1,0,1,0,0,0,0
"đó giờ ăn nhiều chổ dimsum nhưng thích nhất là ở vua đầu_bếp . đặt_hàng đợi không quá lâu , món ăn mang lên nóng nóng mới ra_lò , hợp_khẩu vịtuy giá hơi cao nhưng ngon là được tích_cực",1,0,0,2,1,1,0,0,0,0,1,0
đó giờ không thích bánh_canh lắm nhưng chỗ này ngon phết v ăn một phần xong thở hồng_hộc nhìn cái thìa là biết độ lớn của cái tô rồi hen grining face with sweattích cực món đặc_biệt của quán là ghẹ nguyên con nhé v lần sau sẽ thử món này v,1,0,0,0,1,1,0,0,0,0,0,0
"đó giờ mình đã không thích phở do chất_lượng rồi , bây_giờ là về cả vấn_đề phục_vụ . phục_vụ cực_kì thấy ghét , nhìn mình kiểu như_không có tiền ăn_vậy . đặt_hàng món còn lặp lại giá tiền như nhắc_nhở mình . phở thì như_không phải cho ng việt ăn_vậy . người cũng phải tầm giá , đâu ít",0,0,0,3,3,0,0,0,0,0,3,0
"đó h ăn vặt thì ăn quán này là nhìu nhất . quán đông , giá_cả phải_chăng , có món mì súp thập_cẩm rất ngon ạ . mọi ng nên ghé quán ăn thử nha tích_cực",1,0,0,1,1,1,0,0,0,0,0,0
"đồ hàn ở c đặng văn ngữ . giá_cả thì ok , phục_vụ nhiệt_tình mỗi tội không ngon mấy . nh quán quá là đông luôn . lần nào đến cũng ful . tầm giá ng ăn no mệt_nghỉ",1,1,0,0,2,0,0,0,0,0,1,2
"do không để hành ngò nên nhìn hơi chán , chứ thiệt ra là ngon lắm đó k . lần đầu_tiên mình ăn món này là ở đây , thích cái nước_lèo , giống lẩu thái vậy đó , thơm và đậm_đà , cay cay . tối làm tô này về ngủ ngon luôn . đồ ăn hơi ít , giá hơi cao chút . người_làm tô hết giá .",0,0,0,3,1,3,0,0,0,0,0,0
đô ngon lă m ok hand mi nh la ham ăn lă m lâ y dư luôn tươ ng la ăn hê t ai ngơ không hê t ra ng lă m cu ng không hê t_tệ but relieved face tiê c lă m . bufet tư t đê n thư la giá co n nga y cuô i tuâ n hi nh như la giá thi pha i ba n mua bufet lâ u_thi giá đang khuyê n ma i va ca tiê n nươ c ti nh riêng mi nh uô nh nc suô i giá . no i chung mâ y ba n cư manh tiê n dư đi ok hand ok hand thư đi dô ngon cư c đo chưa ăn thi nên ăn qua n na y nhiê u_chi nha nh lă m tích_cực,1,0,0,2,1,0,2,0,0,0,0,0
"đồ nướng nêm nếm ngon , có món sụn gà_nước_mắm ngon tuyệt và rẻ nữa . mình thích ăn_ở đây nhất ba_rọi sụn gà vú heo nướng chao . còn lòng nướng thì có vẻ hơi dai",0,0,0,1,1,1,0,0,0,0,0,0
"đồ nướng ở đây được cam_kết không tẩm ướp gia_vị trung_quốc , đi ăn nhiều nên đồ ăn tươi ngon nhìn là biết liền . cách tẩm ướp từng món đều có vị khác nhau và đều ngon tuyệt . nước_chấm thịt nướng ăn một lần mà nhớ mãi , thêm nước_chấm me chua_ngọt cay_cay để đổi vị cho đỡ ngán . càng ăn càng mê ăn vào là nghiện . cứ đói là trong đầu hiện lên mấy chữ thịt nướng hương néo tiêu_cực . lại được chủ quán và nhân_viên phục_vụ nhiệt_tình khỏi chê nữa . giá_cả thì quá là hợp_lý luôn . chỉ khoảng giá ng cho một bữa liên_hoan bù_khú với bạn_bè đã bao_gồm cả lẩu rồi í .",0,0,0,1,1,1,0,0,0,0,1,0
"đồ nướng ở panda thì khỏi nói bao rẻ , thích_hợp để họp nhóm . không_gian thì khá rộng , nhưng chổi ngồi thì bèo lắm , phụ vụ cũng tạm được relieved face relieved face relieved face",1,0,0,1,0,0,0,0,0,2,2,0
"đồ nướng ướp đậm_đà , thơm , nước_chấm ngon",0,0,0,0,1,0,0,0,0,0,0,0
đồ nướng ướp rất vừa ăn . có điều lúc mình ăn gà hình là gà cũ nên hơi chua . mình thấy tất_cả đều ngon trừ các món liên_quan tới gà . nếu các bạn lỡ lấy nhiều ăn không hết có_thể trả lại .,0,0,0,0,2,0,0,0,0,0,1,0
đồ ở đây ăn rất ngon và sạch_sẽ . quán còn nhận giao hàng hàng tag,0,0,0,0,1,0,0,0,0,0,1,0
dở quá không muốn review luôn expresionles face chỉ lưu_ý là mốt nhớ qa số chứ không phải,0,0,0,0,3,0,0,0,0,0,0,2
"đồ rất tươi và ngon , còn được refil liên_tục , đó là lý_do vì_sao mình thích ăn_ở coca suki lắm luôn",1,0,0,0,1,1,0,0,0,0,0,0
"đói con eyes thế_là chị ơi cho em miến , cháo , gỏi gà lòng và đứa ăn sm luôn chứ sao . gà cũng ngon , có da giòn , cháo có cả hạt sen giá giá . có điều nhiều bột_ngọt quá , cháo với miến đều mặn face with roling eyes",0,0,0,1,2,1,0,0,0,0,0,0
đối_diện cafe cá còn nằm bên cầu chưa qua sân banh cao lỗ chủ quán rất nhiệt_tình vui_vẻ với khách có bán cả đồ chiên,0,0,0,0,0,1,0,0,0,0,1,2
"đối_với đứa thích lạnh như mình thì đây đúng là thức uống chuẩn luôn . cảm_giác the_mát lạnh , tê từ óc xuống bụng . uống xong ngụm thơm cả mồm ấy tích_cực",0,0,0,0,0,0,0,1,1,0,0,0
"đối_với mình thì món này khá ngon , ăn kèm rau càng ngon hơn . nhóm mình đi người , ăn tầm giá . quán trang_trí dơn_giản nhưng đẹp , theo phong_cách hội an , cũng dễ tìm nhưng diện_tích cũng khá nhỏ , nên đi nhóm từ người trở xuống . nhân_viên dễ_thương , từ anh giữ xe đến anh phục_vụ .",0,0,0,2,1,0,0,0,0,2,1,1
đơn_giản mà ngonđậm chất đà_lạt,0,0,0,0,1,0,0,0,0,0,0,0
"đơn_giản nhưng ngon . giá tiền hợp_lý . ăn lần vẫn muốn ăn nữa tích_cực phục_vụ tốt , quán nhỏ ấm_cúng claping hands",1,0,0,1,1,0,0,0,0,1,1,0
"đồng giá giá . mình thấy nước canh hơi mặn , nên cho thêm chanh_ăn sẽ đậm_đà hơn . nước canh sệt , đồ ăn nhiều , ăn thêm với quẩy giá là ngon ơi ngon . à khăn giấy giá , gửi xe cũng giá , chỗ này có vẻ nước rau_má ngon hay s ý . thấy ai tới cũng gọi . do mình không chịu được mùi rau_má nên không gọi . chỗ này đáng thử .",1,2,2,0,1,0,0,1,0,0,0,0
"đóng_gói hộp bento chỉnh chu , nước cũng vậy , có cho thêm khăn giấy và nước tương , mua đi hay mang về đều như thế , không_gian thì có lầu , nhân_viên nhiệt_tình",0,0,0,0,0,1,0,0,1,1,1,0
"đợt vừa rồi gà có giảm_giá vào thứ giờ àng tuần nên cũng tranh_thủ qua lần , có mấy chục nghìn suất , ăn khá ngon , thêm một nồi lẩu nữa là no căng , gà vẫn ngon và ngọt mềm mặc_dù mình đi ăn giờ tối , có hôm làm muộn nên tạt vào muộn mà thấy hương_vị vẫn không có gì thay_đổi .",0,1,0,0,1,1,0,0,0,0,0,0
"dù chỉ là món ăn tráng_miệng sau bữa ăn nhưng xem_ra còn ngon hơn cả mấy quán chuyên bán khúc bạch khác . chén như hình gồm dâu , thạch phô_mai , thơm , nhãn , khúc bạch nhiều chứ không phải lèo_tèo vài miếng , nước vải . khúc bạch mềm , ngon chứ không cứng_ngắc , không ra vị gì như những chỗ trc h từng ăn",0,0,0,0,1,1,0,0,0,0,0,0
"dù có thưởng_thức bao_nhiêu món ăn các nước , thì cuối_cùng cũng vẫn chỉ thèm hương_vị quê nhà . quán bún đậu của bác chắc là teleport từ hà_nội vào xài gòn rồi . bạn nào nhớ hà_nội thì cứ qua đây hak ,",1,0,0,0,1,0,0,0,0,0,0,0
"dù là thương_hiệu lớn nhưng phở ăn cũng không đặc_sắc lắm , nước_dùng nêm khá vừa_miệng , thịt ăn cũng khá ngon , nói_chung chất_lượng ổn . ở đây khá thoáng , đồ_dùng sạch_sẽ , nhân_viên phục_vụ hơi lơ_đễnh một_tí . trung_bình bạn khoảng giá hơn .",0,0,0,2,2,0,0,0,0,1,3,0
dù mình không thích xà_lách nói_riêng và salat nói_chung nhưng đã bị gục trước món này quá mê mặc_dù nó vô_cùng đơn_giản nhưng không phải đâu cũng có được vị này,0,0,0,0,1,0,0,0,0,0,0,0
"đủ món kiểu cơm bò lúc_lắc hay bò bít tết , điểm khác là cái chảo nóng nhìn cực sang chảnh nhưng giá lại vô_cùng phải_chăng , tầm giá giá nha . nước sốt phải nói là ngon tẹt ga luôn . phục_vụ cũng dê thương nữa .",0,0,0,1,1,1,0,0,0,0,1,0
"đùi gà được áo một lớp bột s yêu mỏng , chiên giòn nhưng không bị khô , bên trong thịt gà vẫn còn độ mềm , thơm của thịt . gà chiên ráo dầu nên cũng không bị ngấy mấy , chấm cùng với tương xí muội và xôi kiểu thái , giống xôi trắng của mình vậy à , mềm và dẻo , không bị khô .",0,0,0,0,1,1,0,0,0,0,0,0
đúng chuẩn ngon tích cựctích cực mới_đầu nhìn tưởng in_ít_hóa ra đầy đống ở dưới hic tích_cực nước ngon thôi rồi thơm ngon đậm_đà beating heart cá mềm ngọt thịt,0,0,0,0,1,1,0,0,0,0,0,0
đúng hương_vị bắc,0,0,0,0,1,0,0,0,0,0,0,0
"đúng là tiền nào của nấy luôn , bánh_bèo giá chén khác hẳn với những quán bánh_bèo , giá chén . bánh_bèo này làm theo phong_cách quảng_nam , chén khá to , ăn_không bị bở , sốt tôm thịt mằn_mặn đậm_đà . một phần là chén có kèm theo chén sốt thêm nữa nên chang thoải_mái luôn .",0,0,0,2,1,1,0,0,0,0,0,0
"đu ng vơ i tên go i cu a qua n , kho i , ngươ i ba n se toa n mu_i kho i sau khi ăn tích_cực không_gian thoa i ma i . gia menu hơ p ly so vơ i khu vư c . thi ch hơ p tu tâ p ba n be hoă c cu ng mô t nư a cu a ba n ngô i lai_rai . phu c vu hơi châ m , chă c do qua n kha đông , ca c ba n cu ng nên thông ca m . giá từ giá .",1,0,0,1,0,0,0,0,0,1,2,0
được bà chị dẫn đi ăn_ở khu_vực chợ bến thành . ngoc cực x,0,0,0,0,1,0,0,0,0,0,0,2
"được bos dắt cả team đi ăn , lần đầu được ăn hào phủ_phê vậy từ hào sốt phô_mai , hào sa_tế , hào né , cháo hào , cơm hào . con nào cũng mập_ú và tươi beaming face with smiling eyes beaming face with smiling eyes quán bé bé thôi nhưng đi đông vẫn ráng nhét được hết tích_cực đ c hơi khó tìm cho bạn nào không rành đường t t lên đồ ăn khá nhanh cô chủ dễ_thương lắm tích_cực , nhất_định sẽ quay lại , menu toàn về hào không thôi tích_cực",1,0,0,0,1,1,0,0,0,2,1,3
được bữa dậy sớm ăn đi ăn sáng mà sao chắc chở quá vậy nè . bù lại ăn vẫn được ăn ngon và gặp người dễ_thương .,0,0,0,0,1,0,0,0,0,0,1,0
"đường chiến_thắng hà đông , rẻ mà ngon",0,0,0,1,1,0,0,0,0,0,0,2
"ếch chiên với đậu_hũ nè , ngon rẻ nhé phần đậu là giá , ngon lắm , đậu hủ chiên chấm mắm_tôm , ai ghiền món bún đậu là mê ngay món này . gọi thêm ếch cũng ngon không kém . quán này có món lẩu trái_cây lạ lạ . giá lẩu giá không mắc . người ăn_uống no say tầm giá là ok .",0,1,0,1,1,1,0,0,0,0,0,0
ếch để nguyên gia nướng ngũ_vị tuyệt_vời,0,0,0,0,1,1,0,0,0,0,0,0
"ếch nướng ngon tuyệt , quán có không_gian như ở đà lạt_vậy , đến nhớ lên phía trên ngồi nha , quán sẽ hơi đông xíu , nên nhớ đặt bàn trước hén",1,0,0,0,1,0,0,0,0,1,0,0
"ếch ở đây đậm_đà và ngon . có loại ếch singapore thơm ngon đậm_đà , thịt ếch chắc , ếch sa tế thì giống ếch singapore nhưng thêm nhiều sa tế nên cay hơn , ếch sả ớt thơm mùi sả rất ngon . cháo thì có vẻ nhạt do ăn với ếch đậm_đà r , có cháo hành , tỏi , lá dứa , quế . nhiều ng ăn lá dứa vì có vị thơm lá dứa . riêng mình thích ăn cháo hành or tỏi . giá phần con ếch lớn thì quá rẻ .",0,0,0,1,1,1,0,0,0,0,0,0
"èo xèo . cái âm_thanh lúc mới bưng bit tết ra nghe thiệt đã cái lỗ tai . thấy quảng_bá rần_rần thêm cái tên nghe dễ_thương rồi cái giá giá to chình_ình nên quyết_định tới ăn thử . đúng là giá nhưng nếu muốn ăn thêm các món phụ như phô_mai , xíu_mại thì phải thêm tiền . nên mình kêu luôn phần bit tết củ hành_tây , đầy_đủ giá giá . tính ra giá rất ok , vì tới mấy tiệm khác nếu đầy_đủ tất không có_giá này đâu . mà sao thấy mấy bạn chê chứ khẩu_vị bình_dân như mình ăn thấy ok lắm , dù_sao quán bình_dân mà sao so_sánh thịt bò như nhà_hàng âu được , nhưng quan_trọng là cái nước sốt , cực_kì thấm , đậm_đà , ăn_không với bánh mỳ cũng thấy ngon . một phần bit tết cht gồm thịt bò lát to , trứng hồng_đào , xíu_mại , phô_mai , pate , xúc_xích thêm một dĩa salad dầu dấm ăn với bmy . no nêko thích món này ở điểm nấu xong bit tết mới bỏ bơ vàng vào ăn rất ngấy , chỉ được_cái vui_mắt khi chứng_kiến thấy bơ chảy thui . nói_chung một quán bình_dân như này thì chất_lượng khá là ổn . tiện đường sẽ ghé khám_phá các món còn lại .",1,0,1,1,1,1,0,0,0,0,0,0
"flan mịn , rau_câu giòn . nchung ăn được ok hand cá viên chiên đồ cũng ổn luôn .",0,0,0,0,1,1,0,0,0,0,0,0
gà bị khô ăn_không được ngon,0,0,0,0,3,0,0,0,0,0,0,0
gà bình_thường . nhưng món gà lắc xí muội ăn ngán vì quá ngọt . quán lại đông chắc do mình đi buổi trưa . nhà vệ_sinh còn hết_nước điểm trừ . phục_vụ tốt . ổn . nước được tự lấy . tự mình lấy đá theo ý thích điểm cộng,0,0,0,0,3,0,0,0,1,3,1,0
"gà chổ này ngontích cực light skin tone , da giòn , thơm giá vừa_phải . đặc_biệt mình thích chổ này là được fre nước tích_cực uống hết lại rót tiếp bao_nhiêu lần cũng được claping hands light skin tonetiêu cực đối_với mấy bạn lần đầu ăn nhớ xin nhân_viên lấy ly bằng mủ để khi đi về mình đem về uống luôn tích_cực fire fire .",0,0,0,2,1,0,1,0,1,0,0,0
"gà con khá là to , rút xương xong nhồi đầy gì ambon , giò sống , trứng muối_ăn ngon dễ sợ . nếu để đông_lạnh thì được tháng còn để ngăn mát được tận ngày nha , cứ rã đông rồi ăn thôi , mình mê món này cực_kì luôn .",0,0,0,0,1,1,0,0,0,0,0,0
"gà đậm_đà , nước sốt ngon nhưng mì khô_cứng ăn_không liên_quan lắm .",0,0,0,0,2,0,0,0,0,0,0,0
"gà đựơc nứơng trong lu nóng_hổi , tẩm ướp ngon . khách tới gọi món mới lấy ra chặt , nhìn da_gà vàng ươm thích gì đâu . nứơc chấm gà màu cam mà chấm bánh_mì gìon gìon thì ngon tuyệt . có đu_đủ ngâm chua chua giúp mình đỡ ngán ăn đưa gà vô_cùng . con gà người ăn thì no_nê còn người ăn thì lưng bụng nha . kêu thêm mấy ổ bánh_mì với nứơc úông nữa thì hết tầm giá . ở đây tính trà đá giá nha . nhìn_chung thì quá tuyệt_vời luôn . không_gian cũng rộng_rãi mà gĩư xe nhiệt_tình nữa . sẽ ghé lại dài_dài .",1,0,0,2,1,1,2,0,0,1,1,0
"gà được rút xương tự_nhiên rồi nhồi gì ambon , giò sống , trứng muối vào . ăn vị rất vừa mà_lại dai sừn_sựt thích lắm , cứ ăn_liền_liền muốn hết luôn nguyên con . giá bình_thường giá nhưng chuyển_khoản hay đến quán thanh_toán trước thì còn giá thôi , rẻ hơn được nhiều lắm đó .",0,1,0,2,1,1,0,0,0,0,0,0
